site_id,year,N_fert_grower,N_fert_reduced,dul_dep,ll15_dep,root_depth,whc,LAI_max,rain_annual,day_sow,swdef_photo_fw,swdef_expan_fw,swdef_pheno_fw,L1,day_v5,sw_dep_v5,biomass_v5,surfaceom_wt_v5,root_wt_v5,lai_v5,oc_20cm_v5,oc_40cm_v5,n_20cm_v5,n_40cm_v5,n_60cm_v5,n_0_60cm_v5,n_deep_v5,esw_pct_v5,water_table_v5,sand_40cm,om_40cm,clay_40cm,restriction,rain_1,rain_2,rain_3,rain_4,rain_5,rain_6,tmean_1,tmean_2,tmean_3,tmean_4,tmean_5,tmean_6,rad_1,rad_2,rad_3,rad_4,rad_5,rad_6,Y_corn_lt_avg,lat,long,P,junk1,junk2,junk3,junk4,junk5,junk6,junk7,junk8,junk9,junk10,junk11,junk12,junk13,junk14,junk15
1743,2017,180,140,651.9,389.5,2000,262.3,3.218,881,102,1,1,1,13.94,139,712.1,818.1,311.9,736,0.613,2.588,2.559,15.14,30.68,41.56,87.38,NA,1,2000,4.214,4.271,30.31,250,181,186,114,34,NA,NA,4.066,15.77,20.48,22.86,25.81,12.35,11.26,19.81,21.73,20.97,19.89,12.13,13200,40.16,-90.59,1918,37,9.29,188069,22.7,9,5.81,NA,4.01,F5,F2,0,0,40,122,F1
1763,2018,180,140,654.8,394.8,2000,260,3.102,1204,102,NA,0.9815,1,41.1,137,677.3,676.3,449.3,925,NA,2.532,2.521,10.85,16.08,20.38,47.31,27.8,1,2000,4.154,4.209,30.31,250,288,53,82,60,33,688,-0.5049,NA,23.93,24.89,26.04,12.88,11.85,20.97,19.43,17.96,22.2,12.14,13180,40.08,-90.98,1726,47,3.1,227244,18.9,13,5.81,20.8,4.01,F3,F2,0,0,50,122,F2
1780,2017,200,160,NA,NA,2000,257,3.236,890,NA,1,1,1,13.2,NA,707.6,836.5,305.5,744.5,0.621,2.623,2.621,13.2,27.7,38.7,NA,52.52,1,2000,4,4.381,31.27,250,185,171,137,58,17,322,4.49,16.04,20.57,23,26.58,12.67,11.21,19.72,NA,20.39,20.64,12.17,13130,40.05,-91.04,1961,47,9.29,198769,30.3,10,9.68,NA,8.03,F5,F1,0,0,40,122,F2
1786,2017,190,150,660,NA,2000,257,3.222,928,102,1,1,NA,13,138,709,747,297.6,745.4,0.564,2.623,2.621,10.5,18.9,24.8,54.2,NA,1,2000,4,4.381,31.27,250,190,NA,148,47,21,341,4.326,15.9,NA,22.92,26.31,12.48,11.33,19.7,21.87,20.56,20.34,12.14,13160,40.01,-90.82,NA,23,9.29,218215,15.1,12,9.68,15.1,NA,F5,F1,0,0,35,122,F1
1806,2017,190,150,616.9,334.1,2000,NA,3.256,898,104,NA,1,1,12.24,NA,NA,NA,NA,769.4,0.619,2.339,2.25,8.569,NA,21.02,45.5,26.32,1,1702,3.981,3.752,27.7,250,NA,NA,NA,54,124,260,3.257,14.97,21.35,22.45,24.18,11.42,11.11,20.1,21.78,20.75,18.92,11.81,13380,40.79,-90.05,NA,30,NA,231620,18.9,NA,9.68,22.7,8.03,F5,F1,0,0,40,NA,F1
1809,2018,180,140,606.4,317.8,2000,288.6,3.197,1042,NA,1,1,1,29.16,141,633.6,653.8,424.1,917.9,0.601,1.832,1.791,8.42,13.02,16.81,38.25,23.47,NA,NA,3.862,2.992,24.59,250,249,74,85,73,45,516,-1.332,14.86,23.3,NA,23.62,NA,12.02,20.17,19.58,18.5,20.6,11.56,13410,40.78,-90.03,1879,48,9.29,165484,30.3,10,5.81,7.56,4.01,F5,F2,0,0,65,122,F2
1822,2017,170,130,627.5,375.7,2000,NA,3.257,911,NA,1,NA,1,6.918,145,695.6,766.4,337.6,789.7,0.598,3.122,2.959,15.07,29.55,40.59,85.2,54.71,1,2000,4.718,4.94,32.6,250,238,198,112,41,58,264,3.608,14.56,22.16,22.73,23.16,11.15,11.42,19.63,NA,20.75,20.54,NA,13070,40.77,-89.42,2048,38,9.29,26987,22.7,NA,1.94,15.1,20.1,F5,F1,0,0,40,122,F1
1827,2018,190,150,624.1,NA,NA,258.8,3.383,969,107,1,1,1,20.49,142,652.6,625.9,550.5,921.2,0.545,NA,1.983,9.981,15.43,19.43,44.84,24.89,1,2000,5.243,3.303,27.32,250,264,52,92,95,28,438,-1.175,15.47,23.63,23.99,22.93,11.55,11.86,21.37,20,NA,21.07,11.42,NA,40.75,-89.27,1753,33,9.29,176711,22.7,9,9.68,1.89,8.03,F5,F2,0,0,40,122,F1
1829,2018,180,140,568.6,278.1,2000,290.5,NA,859,106,1,1,1,26.28,142,604.5,716.7,540.5,929.9,0.608,2.53,NA,11.68,17.65,21.74,51.07,26.73,1,2000,NA,4.13,27.54,250,242,47,75,77,23,395,-1.134,15.11,23.27,24.6,NA,11.74,11.85,NA,20.42,18.62,21.84,11.61,13370,40.73,-89.17,NA,NA,15.5,NA,22.7,9,5.81,15.1,4.01,F5,F2,0,0,42,122,F1
1830,2017,160,120,615.3,333.7,2000,281.5,3.26,858,106,1,1,1,5.427,145,672.7,794.2,335.7,774.8,0.606,2.51,2.456,12.1,24.72,NA,72.32,50.78,1,2000,3.261,4.124,29.06,250,NA,170,116,26,63,243,3.715,14.62,NA,22.8,23.13,11.22,11.49,19.94,21.8,NA,20.49,11.6,13270,40.75,-89.17,1990,28,9.29,282389,22.7,9,9.68,26.5,8.03,F5,F2,0,0,60,122,F1
1845,2018,180,140,618.9,337.1,2000,281.8,3.214,1178,104,1,1,1,33.33,141,657.3,650.7,397.9,914.6,0.602,2.478,NA,11.03,15.91,19.96,46.9,NA,1,2000,4.129,3.982,27.93,250,279,87,115,88,52,557,-1.3,14.86,23.31,24.82,23.49,11.77,11.78,20.15,19.82,NA,20.46,11.55,13440,40.69,-89.88,1893,54,NA,156800,18.9,13,NA,5.67,4.01,F5,F2,0,0,NA,NA,F1
1862,2018,170,130,617.9,335.9,2000,282,NA,1119,103,1,1,1,32.33,140,640.9,683,410.5,946.6,NA,2.469,2.39,10.61,15.86,20.02,46.49,26.36,1,2000,NA,3.99,28.07,NA,263,54,78,77,NA,587,NA,15.08,23.25,24.48,23.89,11.74,11.83,20.79,NA,18.55,21.03,11.6,13440,40.59,-90.18,1917,48,18.6,183486,NA,11,1.94,18.9,20.1,F5,NA,0,NA,56,NA,F2
1867,2018,180,140,618.7,336.8,2000,281.8,NA,1109,103,1,1,1,32.01,140,642.1,685,411.5,947.8,0.598,2.477,2.391,10.56,NA,19.68,45.84,26.19,1,2000,4.071,3.987,27.98,250,265,56,70,NA,48,590,-1.408,15.14,23.28,NA,23.88,11.8,11.78,20.69,19.25,18.56,NA,NA,13350,40.57,-90.09,1940,52,9.29,NA,22.7,9,NA,18.9,20.1,NA,F1,0,323,40,122,F1
1880,2017,180,140,608.8,324.3,2000,284.5,NA,890,104,1,1,NA,13.19,141,NA,NA,351.2,789.3,0.586,2.316,NA,10.36,17.34,22.19,49.89,27.97,1,17.52,3.967,NA,25.9,250,214,173,28,70,105,300,3.781,15.19,21.29,22.65,24.43,11.81,11.41,NA,22.23,20.25,19.83,11.85,12990,40.55,-89.45,1980,54,9.29,220115,NA,10,1.94,1.89,8.03,F5,F2,0,0,30,122,F1
1900,2017,180,140,635,425,1929,NA,NA,838,103,0.9515,0.8358,1,7.4,140,689.8,769.5,301.3,NA,0.609,1.745,1.702,10.5,23.4,33.3,67.2,46.16,1,10.61,NA,2.854,42.35,250,191,184,55,39,118,251,4.068,15.74,21.15,NA,25.13,12.22,11.13,19.9,NA,20.15,18.41,NA,11730,40.51,-89.85,1622,69,9.29,159522,11.3,4,1.94,13.2,20.1,F3,F1,NA,0,40,122,F1
1904,2017,190,150,618.6,NA,1960,242,NA,851,103,0.968,0.9113,1,12.66,139.5,670,771,337,793.9,0.6014,1.593,1.551,7.271,12.67,16.51,36.45,21.52,1,1051,11.18,2.611,35.63,250,188,182.5,52.55,30,102,296,4.058,15.71,20.91,23,25.15,12.29,11.12,20.05,21.95,20.42,19.06,11.96,12020,40.53,-89.81,NA,24,3.1,210736,22.7,9,9.68,NA,8.03,F5,F1,0,1974,40,122,F1
1913,2018,180,140,607,322.6,2000,NA,3.231,1158,104,1,NA,1,34.25,140,627.3,NA,546.5,920.5,0.587,2.324,2.29,10.29,15.35,19.51,NA,26.68,1,2000,3.556,3.85,NA,250,263,55,167,NA,58,533,-0.6707,15.32,23.41,24.7,23.9,NA,11.82,21.01,NA,18.71,NA,11.72,13330,40.49,NA,1948,33,9.29,75167,22.7,9,5.81,26.5,4.01,NA,F2,0,NA,55,122,F1
1919,2017,180,140,572.1,293.3,2000,278.8,3.25,869,104,1,1,NA,21.67,141,631.1,786.5,365.8,792.2,NA,2.559,2.544,NA,26.21,36.24,76.26,51.74,NA,23.22,23.28,4.31,NA,250,230,NA,24,48,87,NA,3.99,15.32,21.41,22.78,24.53,11.95,11.34,20.15,22.23,20.94,19.55,11.9,13000,40.43,-89.29,1988,46,9.29,51618,22.7,9,5.81,15.1,24.1,F5,F1,0,NA,40,122,F1
1954,2018,170,130,611.2,326.5,2000,284.7,3.185,NA,104,1,1,1,NA,140,NA,699.7,575.2,929.2,0.594,2.274,NA,14.04,26.48,36.46,76.97,50.45,1,2000,3.517,3.771,26.89,250,237,45,104,45,40,452,-0.4976,15.39,23.46,24.64,24.12,NA,11.74,21.4,19.6,18.99,22.13,11.85,13270,40.35,-89.33,1968,48,9.29,120724,5.67,8,NA,7.56,4.01,F5,F2,NA,NA,50,122,F1
1961,2017,200,160,615.6,332.2,2000,283.3,NA,935,102,NA,1,1,23.83,138.8,659.1,797.4,308,747.1,0.5917,2.331,2.21,12.82,26.31,36.96,76.09,NA,1,2000,4.123,3.682,27.06,250,203,171.8,106.2,NA,109,NA,3.814,15.57,20.48,22.82,25.25,12.14,11.12,20.08,21.66,20.37,18.94,NA,13190,40.32,-90.21,1997,29,9.29,187327,18.9,13,NA,18.9,8.03,NA,F2,NA,0,40,122,F1
1965,2017,200,160,601.9,299.4,2000,302.5,3.237,NA,102,1,1,1,14.05,138.5,NA,831.3,303.2,728.1,0.6022,1.635,1.592,7.49,12.8,16.55,36.84,21.53,0.9899,NA,9.538,2.694,28.41,250,194,164.8,100.2,28,122,290,4.066,15.7,20.61,23.03,25.24,12.32,11.09,20.09,21.51,20.3,18.67,12.1,12740,NA,-90.13,NA,19,NA,105908,22.7,9,9.68,11.3,12,F5,NA,0,0,70,122,F1
1986,2018,170,130,612.7,328.7,2000,284.1,3.227,1075,103,1,1,1,29.95,139,633,649.6,NA,930.7,0.5746,2.42,2.362,10.92,16.54,20.94,NA,27.62,1,2000,3.587,3.959,27.63,250,NA,53,134,48,37,548,NA,15.45,23.5,24.61,NA,12.58,11.74,21.05,19.8,18.99,22.35,11.88,13330,40.26,-89.37,1957,25,9.29,267012,17,11,NA,22.7,NA,F5,F2,0,0,45,NA,F1
1997,2017,200,160,638.2,288.2,2000,350,NA,902,102,1,1,NA,NA,138.8,679.8,830.6,295.4,716.2,0.6129,1.673,NA,13.5,27.33,36.57,77.4,45.98,1,2000,7.897,NA,39.54,250,189,178.9,97.09,28,98,311,4.235,15.8,20.67,23.08,NA,12.51,11.07,19.99,21.85,20.64,19.41,12.11,12860,40.26,-90.13,1989,43,9.29,112181,17,11,5.81,24.6,24.1,F5,F1,0,1902,NA,122,F2
2000,2018,180,140,620.4,262,2000,358.4,3.222,1114,102,1,1,1,21.93,138,631.7,668.8,546.1,900.2,0.58,1.638,1.633,7.687,12.15,NA,35.66,22.4,1,2000,9.341,2.729,37.99,250,274,60,62,NA,39,600,-0.6373,15.44,23.71,24.69,24.75,12.55,11.71,21.27,19.74,17.76,22.4,11.82,12930,40.27,-90.13,1871,59,9.29,162136,30.3,10,NA,13.2,8.03,F5,F2,0,0,56,122,F1
2002,2018,160,120,333.7,159.8,2000,174,2.924,1134,103,0.9044,0.7479,1,84.72,138,338.5,648.2,552.3,918.3,0.562,3.201,NA,14.38,20.15,24.35,58.87,31.48,1,NA,44.26,5.251,21.15,250,274,59,67,NA,33,618,-0.3908,15.56,23.65,24.67,NA,12.57,11.76,21.37,19.63,17.94,22.36,11.86,11580,40.24,-90.02,1545,38,9.29,125550,22.7,9,1.94,NA,8.03,F5,F1,0,0,35,122,F1
2008,2018,160,120,NA,280.3,2000,278.6,NA,1134,103,1,1,1,41.33,138,580.7,655.9,NA,910.8,0.572,2.867,2.859,12.19,17.84,22.37,NA,30.61,1,2000,NA,4.748,26.71,250,268,58,NA,90,27,618,-0.2985,15.65,23.66,24.65,24.74,NA,11.76,21.4,19.7,18.19,22.43,11.86,12920,40.22,-89.88,1916,42,9.29,255847,NA,9,NA,13.2,4.01,F5,F2,4386,0,48,122,F2
2024,2018,160,120,613.6,NA,2000,281.7,3.215,NA,103,1,1,1,35.68,138,635,633.5,556.4,920.8,0.566,2.5,NA,NA,28.16,38.44,81.71,52.55,1,2000,3.04,4.137,29.14,250,241,55,75,111,39,521,-0.25,NA,23.59,24.61,24.44,12.81,11.84,21.05,19.87,18.49,22.13,NA,13410,40.17,-89.45,1940,30,NA,131568,18.9,NA,5.81,18.9,4.01,F5,F2,0,0,40,122,F2
2026,2018,180,140,599.8,313.2,2000,286.6,3.213,1056,103,1,1,1,34.21,139,NA,640.1,NA,866.6,0.586,2.128,2.119,10.61,16.18,20.54,47.32,27.48,1,2000,3.364,3.574,24.99,250,264,65,NA,NA,29,NA,-0.3204,NA,NA,24.57,24.32,12.71,11.84,20.88,20.32,18.66,22.05,11.83,13340,40.21,-89.29,1952,24,NA,NA,18.9,13,5.81,13.2,4.01,F5,F2,0,0,40,122,F1
2029,2017,180,140,NA,280,2000,261.5,3.204,763,103,NA,1,1,8.16,140,567.4,765.5,350.7,748.3,0.598,2.029,1.962,8.276,14.54,19.2,42.02,25.44,NA,2000,6.127,3.23,22.81,250,188,154,NA,27,68,292,4.325,15.67,21.29,23.05,24.99,12.32,11.37,19.57,22.32,20.43,20.07,12.1,12340,40.2,-89.2,1440,50,NA,31621,22.7,9,5.81,5.67,4.01,F5,F2,0,0,40,122,F2
2039,2017,220,180,274.6,103.6,2000,171,2.652,903,102,0.8903,0.7245,1,88.33,138.7,288.6,790,301.4,698.8,0.5782,0.9808,0.9647,3.037,4.332,NA,12.83,18.68,0.9776,2000,83.41,1.615,6.722,250,191,NA,98.49,31,81,312,4.301,15.81,20.53,23.13,25.77,NA,11.16,19.75,22.03,20.64,19.46,NA,10740,40.13,-90.17,1250,20,NA,124242,30.3,10,9.68,NA,16.1,F5,F1,0,0,40,122,F1
2060,2017,180,140,617.6,336.5,2000,281,3.245,832,103,0.9964,0.9773,1,12.32,139,665.4,742.3,357.2,767.5,0.584,2.54,2.476,NA,19.85,25.55,56.95,31.66,1,2000,3.378,NA,NA,250,189,140,43,39,97,324,NA,16.05,21.1,23.34,25.46,NA,11.42,19.99,22.45,19.55,19.33,12.16,13150,40.1,-89.44,1858,NA,9.29,256202,17,11,5.81,11.3,4.01,F3,F2,0,0,40,122,F1
2068,2017,180,140,524.8,294.5,2000,NA,3.07,808,103,0.9686,0.9003,1,5.339,138.2,534.5,790.2,349.2,803.2,0.5763,1.683,1.632,6.2,11.11,15.04,32.35,21.23,0.9924,NA,5.583,2.742,26.63,250,194,153.7,51.34,NA,NA,294,4.398,15.72,20.97,23.08,25.2,12.46,11.42,19.67,22.27,NA,19.78,12.15,11540,NA,-89.25,1483,61,9.29,355645,13.2,5,5.81,13.2,4.01,F3,F2,0,0,20,NA,F1
2093,2018,180,140,612.8,327.9,2000,284.9,3.218,1123,103,1,1,1,46.17,138,632.4,639.5,547.4,911.5,0.576,2.269,NA,NA,23.13,32.97,68.58,50.05,1,2000,4.551,3.655,25.26,250,263,63,92,93,34,578,-0.09709,15.76,23.77,24.75,24.68,12.83,11.85,21.29,19.74,18.22,22.13,12.1,NA,40.02,-89.64,1923,58,NA,169982,30.3,10,5.81,NA,4.01,F5,F2,0,0,40,NA,F2
2095,2018,170,130,611.6,332.5,2000,279.1,3.214,1123,103,1,NA,1,48.75,138,633.3,639.4,547.4,917.4,0.576,2.823,2.821,14.53,25.71,35.56,75.8,52.69,1,2000,3.019,4.735,31.57,250,263,63,92,93,34,NA,-0.09709,15.76,23.77,24.75,24.68,12.83,11.85,21.29,19.74,18.22,22.13,12.1,13400,40.01,-89.67,1935,23,9.29,NA,NA,10,9.68,1.89,12,F3,F2,0,0,22,122,F1
2112,2017,180,140,534,229.7,2000,304.4,3.241,866,102,1,1,1,10.06,138,545.9,839.2,302.6,718.1,0.6005,NA,1.573,8.716,19.92,29.65,58.29,45.14,0.9762,2000,4.524,2.599,19.66,250,195,190.4,116.6,28,28,308,NA,15.71,20.58,23.14,26.06,12.68,11.22,19.89,21.95,21.21,NA,12.33,12950,39.95,-90.24,1732,30,9.29,36069,15.1,NA,NA,22.7,4.01,F5,F2,0,0,40,122,F1
2113,2018,180,140,555,254.3,2000,300.7,3.236,1233,102,1,1,NA,NA,138,548.4,778.4,442.1,886.4,0.622,1.872,1.86,6.927,9.479,12.09,28.49,24.09,0.9548,2000,6.682,3.192,18.74,250,315,NA,NA,97,81,589,-0.4167,15.66,23.77,NA,25.42,12.83,11.79,21.35,19.67,18.3,21.39,12.06,12680,40.02,-90.24,1821,36,15.5,405644,22.7,9,5.81,5.67,NA,F5,F2,0,0,35,NA,F1
2115,2018,170,130,617.2,334.9,2000,282.2,3.222,1233,102,1,1,1,34.41,138,641.3,779.4,442.1,897.2,0.622,2.451,2.379,NA,13.37,16.87,39.75,25.55,1,NA,3.859,3.975,28.01,250,315,71,80,97,81,589,-0.4167,15.66,23.77,24.8,25.42,12.83,11.79,21.35,19.67,NA,21.39,12.06,13110,39.96,-90.27,1862,27,9.29,130067,30.3,10,9.68,7.56,8.03,F5,F1,0,0,65,122,F1
2118,2017,160,120,610.7,331.2,NA,279.5,3.239,862,102,1,1,1,10.65,138,658.4,730.6,322.2,782.1,0.559,2.882,2.868,11.05,19.51,25.67,56.23,NA,1,2000,4.488,4.763,29.92,250,194,182,116,27,34,NA,NA,15.87,20.59,NA,26,12.75,11.25,19.74,21.99,20.79,20.29,NA,13060,39.95,-90.19,1868,33,9.29,181388,22.7,9,11.6,15.1,20.1,F5,F1,0,0,40,122,F1
2137,2017,200,160,619.2,337.8,2000,281.4,3.248,823,103,1,0.9956,1,12.78,139,NA,755,327.9,729,0.593,2.511,2.423,12.68,27.18,38.88,78.74,53.99,1,21.45,3.987,4.043,28.37,250,212,180,33,42,59,297,4.777,16.17,NA,23.47,25.81,12.86,11.47,19.87,22.58,NA,NA,12.25,NA,39.97,-89.56,1923,47,9.29,129513,18.9,13,NA,7.56,4.01,NA,F2,0,0,60,122,F2
2153,2017,180,140,569,383.7,1919,185.4,NA,827,106,0.9996,0.9921,1,1.641,145,609.6,794.8,NA,762.8,0.605,2.214,2.142,9.286,15.53,20.13,44.95,26.63,1,2000,7.976,3.554,31.44,250,242,NA,115,NA,56,234,3.7,NA,22.25,22.82,23.08,11.2,11.57,19.88,22.42,20.81,20.6,11.63,11190,40.71,-89,1597,18,NA,116528,30.3,10,9.68,5.67,8.03,F5,F2,0,0,30,122,F1
2161,2017,180,140,594.7,337.9,2000,256.8,3.125,830,NA,1,1,1,NA,145,637.7,807.5,305.6,750.5,0.609,2.534,2.46,11.16,18.21,NA,52.63,29.33,NA,2000,6.37,4.063,29.2,250,238,144,87,40,45,276,3.63,14.61,22.27,22.71,22.96,11.17,11.58,19.77,22.75,20.52,20.96,11.65,12820,40.72,-88.8,1882,31,NA,90409,30.3,10,5.81,7.56,4.01,F5,F2,0,0,35,122,F1
2162,2018,170,130,637.8,404.5,1643,233.2,3.056,1026,106,1,1,1,19.7,143,632,765.9,449.9,919.5,0.616,2.155,2.082,15.87,NA,38.33,83.53,48.38,0.972,2000,6.411,3.453,28.6,NA,NA,37,177,88,37,444,-1.302,14.91,23.31,24.57,23.12,NA,12.11,21.24,19.79,18.8,22.09,11.66,11770,40.69,-88.74,1779,NA,9.29,149507,22.7,NA,5.81,22.7,4.01,NA,F2,0,0,42,122,F1
2163,2017,160,120,584,380.9,NA,203.1,2.877,NA,106,0.9961,0.9865,1,8.861,145,626,NA,313.8,761.8,0.604,2.709,2.624,14.95,28.8,39.6,83.35,53.5,1,2000,6.511,4.308,34.06,250,239,142,89,49,69,292,3.599,14.57,22.26,22.7,22.9,11.07,11.63,19.28,22.47,20.63,20.35,11.6,12010,40.72,-88.69,1842,27,9.29,217530,22.7,9,5.81,13.2,4.01,F5,F2,0,0,40,82.1,F1
2180,2018,160,120,647.4,429.2,1766,218.1,2.839,1018,106,1,1,1,19.48,NA,651.3,759.1,498.9,951.3,0.605,2.882,2.769,13.75,20.18,24.12,58.06,NA,0.9967,2000,7.954,4.53,36.09,NA,274,30,152,114,43,405,-1.276,14.72,23.45,24.24,23.09,11.54,11.85,21.25,19.63,19.28,21.93,11.49,12540,40.66,-88.23,1667,48,NA,61985,13.2,5,11.6,NA,8.03,F1,F1,0,0,20,122,F1
2189,2017,160,120,571.5,398.9,2000,172.6,3.031,1140,106,1,1,1,37.12,NA,637.9,NA,310.3,790.6,0.614,2.833,2.725,NA,20.21,NA,60.7,49.25,1,2000,16.37,4.532,32.29,250,269,NA,133,63,67,423,3.726,NA,22.15,22.66,22.89,11.14,11.58,NA,NA,19.64,19.8,NA,12870,40.62,-87.91,1970,37,3.1,289653,30.3,10,5.81,5.67,4.01,F5,F2,0,0,40,122,F1
2208,2018,170,130,606.4,336.3,1826,270,3.016,998,106,1,NA,NA,22.9,142,610.2,684.7,509.9,954.2,0.568,2.451,2.412,12.09,18.37,22.56,53.02,27.75,0.9967,2000,8,4.005,27.01,250,265,29,128,97,35,444,NA,14.83,23.14,24.58,23.08,11.62,12.19,21.46,19.77,18.71,22.22,11.65,13040,40.58,NA,1763,47,15.5,NA,18.9,13,NA,22.7,4.01,F5,NA,NA,0,40,122,F2
2260,2018,160,120,644.8,429.2,1715,215.6,2.874,1066,106,1,0.9991,NA,26.94,142,NA,669.1,507.1,935.2,0.582,2.77,2.648,15.97,28.14,37.42,81.53,NA,0.9979,2000,8.284,4.306,34.88,221.2,289,37,133,122,NA,439,-0.9222,15.04,NA,24.65,23.13,11.8,11.87,21.17,19.23,18.71,21.03,11.73,NA,40.47,-88.18,1716,31,9.29,NA,22.7,9,5.81,5.67,4.01,F5,NA,0,0,47,122,F1
2263,2017,140,100,643.6,501.3,1800,NA,2.36,1086,106,0.9663,0.8984,1,19.6,NA,696.9,816.5,303,805.5,0.631,2.95,NA,11.45,NA,30.98,64.15,47.97,1,2000,5.837,4.812,41.84,221.6,264,176,82,NA,45,442,3.825,14.81,22.31,22.72,22.95,11.23,11.74,19.17,22.41,19.78,20.1,11.75,10250,40.48,-88.14,1462,28,9.29,268726,NA,9,5.81,5.67,4.01,F5,F2,0,0,46,NA,F1
2287,2018,180,140,556.1,287.8,2000,268.2,3.057,1009,106,1,1,1,32.33,142,557.6,742.5,495.7,938.2,NA,2.545,2.508,11.41,17.11,21.16,49.68,27.62,0.9686,2000,8.338,4.163,28.26,250,270,27,NA,77,35,491,-1.052,15.11,23.24,24.57,23.03,11.7,12.05,21.65,20.08,18.77,22.27,NA,13240,40.45,-88.56,1801,35,9.29,133906,22.7,9,1.94,1.89,20.1,F5,F1,0,0,40,122,F1
2312,2017,180,140,619.7,352.3,1875,267.5,3.173,NA,NA,0.9753,NA,1,8.745,142,663.6,861.4,353.1,768.9,0.63,2.152,2.095,13.23,26.87,36.92,NA,48.38,1,2000,3.461,3.521,28.72,250,208,137,14,31,73,317,3.945,15.15,21.64,22.72,24.38,11.82,11.55,19.92,22.51,21.09,19.22,12.04,12440,40.39,-89.08,1465,36,9.29,398931,NA,NA,5.81,18.9,4.01,F5,F2,0,1485,NA,122,F2
2327,2018,180,140,616,334.1,2000,281.9,3.208,NA,105,1,1,1,38.66,141,639.8,652.2,405,914,0.582,2.565,2.497,16.35,29.74,40.03,86.11,53.34,1,2000,NA,NA,28.24,250,265,43,124,65,50,500,-0.8095,15.01,23.19,24.9,23.15,12.11,11.95,21.33,19.85,18.69,21.61,11.95,13590,40.33,-88.61,1907,26,NA,NA,22.7,9,NA,NA,20.1,F5,F1,0,0,16,122,F1
2342,2017,160,120,542.5,316,2000,226.5,3.187,920,105,0.9971,0.9801,1,10.59,143,605.9,875,326.5,780.3,0.63,2.92,2.902,10.22,20.71,30.98,61.91,50.63,1,2000,8.02,4.81,NA,250,239,199,39,NA,47,352,4.148,15.24,22.04,22.66,23.81,11.79,NA,19.48,22.46,20.88,19.22,12.03,13280,NA,-88.11,1925,35,6.2,162651,18.9,13,1.94,NA,8.03,F5,F2,0,0,40,105,F1
2364,2017,180,140,610.7,328.1,2000,NA,3.045,NA,104,1,1,1,NA,141,NA,NA,338.5,794.2,0.588,2.332,2.311,9.02,15.48,20.47,44.97,27.16,1,NA,2.155,NA,30.22,250,210,160,13,40,52,319,3.99,15.18,21.47,22.66,24.28,11.82,11.81,19.76,22.78,20.9,19.25,12.07,13020,40.29,-88.72,1694,44,9.29,180985,18.9,13,5.81,18.9,4.01,F5,F2,0,0,50,NA,F2
2380,2017,160,120,558.7,NA,1949,234.7,3.195,984,105,0.9868,0.9522,1,36.4,142,632.2,794.1,325.3,779.2,NA,2.832,2.818,9.074,18.42,28.12,55.62,NA,1,2000,8.014,4.676,NA,250,245,227,30,19,57,406,4.231,15.27,21.92,22.68,23.86,11.84,11.91,19.22,22.06,20.61,NA,11.93,12800,40.24,-88.26,1516,41,9.29,NA,20.8,16,5.81,7.56,NA,F5,F2,NA,NA,50,6.57,F2
2385,2018,160,120,575.4,317.4,1973,258,3.188,1263,104,1,1,1,38.24,140,615.1,586.8,364.7,869.3,0.564,2.738,2.704,12.02,18.41,23.45,53.88,31.09,1,2000,6.684,4.5,27.73,250,264,95,138,71,103,592,-0.5529,15.18,23.11,24.91,23.47,12.37,11.95,20.81,19.03,18.66,20.95,11.87,13390,40.21,-88.14,1907,44,3.1,251305,15.1,12,5.81,1.89,4.01,F5,NA,0,0,40,122,F2
2386,2017,160,120,550.8,324.9,2000,225.9,3.18,1021,105,0.997,0.9788,1,39.23,142,625.1,809.9,322,778.7,0.617,3.118,3.102,9.43,17.53,25.99,NA,49.25,NA,2000,10.63,5.146,30.07,250,268,242,40,22,NA,379,4.386,15.43,21.88,22.75,23.97,11.99,11.8,19.17,21.89,20.97,19.18,11.89,NA,40.21,-88,1756,NA,9.29,NA,3.78,7,NA,NA,4.01,F5,F2,0,0,NA,NA,NA
2387,2018,160,120,558.6,326.3,1982,232.3,3.192,1261,105,1,1,1,42.85,140,590.2,572.4,406.8,871.4,0.565,3.065,3.049,14.5,21.48,26.67,62.64,34.13,1,2000,8.006,5.057,29.87,250,296,66,155,NA,107,579,-0.2786,15.24,NA,24.96,23.47,12.45,11.91,20.78,19.33,18.75,21.21,11.87,13250,40.22,-88.03,1938,36,9.29,373952,NA,6,5.81,13.2,4.01,F5,NA,0,NA,40,122,F1
2399,2018,180,140,614.6,344.9,1880,269.7,3.179,1094,104,NA,1,1,29,NA,NA,638.4,395.3,890.4,0.571,2.134,2.108,8.953,14.32,18.57,41.84,25.85,1,NA,2.873,NA,NA,250,280,84,110,74,42,504,-0.4976,15.21,23.32,24.9,23.5,12.35,NA,21.26,19.83,18.46,21.09,11.86,12820,40.19,-88.86,1855,59,18.6,105363,22.7,9,NA,1.89,16.1,F5,F2,0,0,40,122,NA
